Title,Type,Release,Runtime,Genre,Nominations,Metascore,imdbRating,imdbVotes,imdbID,Budget,Gross,Platform,CurrencyBudget,CurrencyGross,Language
John Henry,Movie,2020-01-24,5460.0,Drama,,27.0,3.6,2441,tt8170298,,,others,,,English
The Rhythm Section,Movie,2020-01-31,6540.0,Action,,45.0,5.4,19019,tt7134096,50000000.0,5989583.0,others,USD,USD,English
Birds of Prey,Movie,2020-02-07,6540.0,Action,,60.0,6.0,247197,tt7713068,84500000.0,205372791.0,others,USD,USD,English
The Lodge,Movie,2020-01-16,6480.0,Drama,,64.0,6.0,50889,tt7347846,,3155858.0,others,,USD,English
Timmy Failure: Mistakes Were Made,Movie,2020-02-07,5940.0,Adventure,,60.0,6.0,3156,tt6820324,45000000.0,,disney,USD,,English
Horse Girl,Movie,2020-02-07,6180.0,Drama,,61.0,6.0,18694,tt11388406,,,netflix,,,English
To All the Boys: P.S. I Still Love You,Movie,2020-02-12,6060.0,Comedy,,54.0,6.0,41631,tt9354842,,,netflix,,,English
Sonic the Hedgehog,Movie,2020-02-14,5940.0,Action,,47.0,6.5,145372,tt3794354,85000000.0,319715683.0,others,USD,USD,English
Fantasy Island,Movie,2020-02-14,6540.0,Fantasy,,22.0,4.9,54573,tt0983946,7000000.0,49447308.0,others,USD,USD,English
The Photograph,Movie,2020-02-14,6360.0,Drama,,62.0,6.1,5841,tt7798646,16000000.0,20690779.0,others,USD,USD,English
Spy Intervention,Movie,2020-02-14,5580.0,Action,,,3.9,1953,tt7369550,,,others,,,English
The Kindness of Strangers,Movie,2020-02-14,6720.0,Drama,,32.0,6.5,4582,tt6515910,,129603.0,others,,USD,English
The Call of the Wild,Movie,2020-02-21,6000.0,Adventure,,48.0,6.7,52037,tt7504726,135000000.0,111257878.0,others,USD,USD,English
The Last Thing He Wanted,Movie,2020-02-21,6900.0,Crime,,35.0,4.3,16011,tt7456312,,,netflix,,,English
The Night Clerk,Movie,2020-02-21,5400.0,Crime,,44.0,5.6,16923,tt7979142,,302127.0,others,,USD,English
Impractical Jokers: The Movie,Movie,2020-02-28,5520.0,Comedy,,39.0,5.8,6852,tt9208444,3000000.0,10691091.0,others,USD,USD,English
The Invisible Man,Movie,2020-02-28,7440.0,Drama,,72.0,7.1,235674,tt1051906,7000000.0,144492724.0,others,USD,USD,English
All the Bright Places,Movie,2020-02-28,6420.0,Drama,,61.0,6.6,34310,tt3907584,,,netflix,,,English
Wendy,Movie,2020-04-17,6660.0,Drama,,55.0,5.7,3567,tt2420124,6000000.0,235016.0,others,USD,USD,English
Guns Akimbo,Movie,2020-02-28,5880.0,Action,,42.0,6.3,64086,tt6902676,15000000.0,1034769.0,others,USD,USD,English
Onward,Movie,2020-03-06,6120.0,Animation,1.0,61.0,7.4,155833,tt7146812,175000000.0,141940042.0,others,USD,USD,English
Spenser Confidential,Movie,2020-03-06,6660.0,Action,,49.0,6.2,91973,tt8629748,,,netflix,,,English
The Banker,Movie,2020-03-20,7200.0,Biography,,59.0,7.3,30864,tt6285944,,1700000.0,others,,USD,English
The Burnt Orange Heresy,Movie,2020-03-06,5940.0,Drama,,57.0,6.1,5501,tt8342680,,711691.0,others,,USD,English
Swallow,Movie,2020-06-05,5640.0,Drama,,65.0,6.5,25317,tt8372298,,274674.0,netflix,,USD,English
First Cow,Movie,2020-07-10,7320.0,Drama,,89.0,7.1,19796,tt9231040,,1386609.0,others,,USD,English
Bloodshot,Movie,2020-03-13,6540.0,Action,,44.0,5.7,80561,tt1634106,45000000.0,39861118.0,others,USD,USD,English
I Still Believe,Movie,2020-03-13,6960.0,Biography,,41.0,6.4,12606,tt9779516,12000000.0,16069730.0,others,USD,USD,English
Lost Girls,Movie,2020-03-13,5700.0,Crime,,67.0,6.1,23009,tt3111426,,,netflix,,,English
Never Rarely Sometimes Always,Movie,2020-04-03,6060.0,Drama,,92.0,7.4,29630,tt7772582,,299588.0,others,,USD,English
Big Time Adolescence,Movie,2020-03-13,5460.0,Comedy,,64.0,6.9,14550,tt3824648,,,hulu,,,English
Lost Transmissions,Movie,2020-03-13,6300.0,Drama,,51.0,5.1,1119,tt6744360,,,others,,,English
Resistance,Movie,2020-03-27,7200.0,Biography,,53.0,6.5,8006,tt6914122,,449753.0,others,,USD,English
Uncorked,Movie,2020-03-27,6240.0,Drama,,62.0,6.4,6494,tt9261218,,,netflix,,,English
Vivarium,Movie,2020-03-27,5820.0,Horror,,64.0,5.8,63253,tt8368406,4000000.0,487625.0,others,USD,USD,English
Love Wedding Repeat,Movie,2020-04-10,6000.0,Comedy,,41.0,5.5,21250,tt5096470,,,netflix,,,English
We Summon the Darkness,Movie,2020-04-10,5460.0,Horror,,55.0,5.2,11110,tt8058874,,190760.0,others,,USD,English
The Lost Husband,Movie,2020-04-10,6540.0,Drama,,49.0,6.1,5179,tt4257940,,,others,,,English
Sergio,Movie,2020-04-17,7080.0,Biography,,55.0,6.2,10361,tt8750570,16000000.0,,netflix,USD,,English
The Willoughbys,Movie,2020-04-22,5400.0,Animation,,68.0,6.3,20109,tt5206260,,,netflix,,,English
Extraction,Movie,2020-04-24,6960.0,Action,,56.0,6.7,211387,tt8936646,65000000.0,,netflix,USD,,English
Braking for Whales,Movie,2020-04-24,6180.0,Comedy,,,4.9,493,tt2305326,,,others,,,English
Dangerous Lies,Movie,2020-04-30,5760.0,Thriller,,51.0,5.3,17808,tt10183816,,,netflix,,,English
All Day and a Night,Movie,2020-05-01,7260.0,Drama,,60.0,6.0,4034,tt3993886,,,netflix,,,English
The Wretched,Movie,2020-05-01,5700.0,Horror,,61.0,5.8,18147,tt8305806,1200000.0,4369493.0,others,USD,USD,English
The Half of It,Movie,2020-05-01,6240.0,Comedy,,74.0,6.9,39908,tt9683478,,,netflix,,,Spanish
Arkansas,Movie,2020-05-05,7020.0,Crime,,55.0,6.0,13212,tt9139586,,128761.0,others,,USD,English
Capone,Movie,2020-05-12,6180.0,Biography,,46.0,4.7,21704,tt6199572,,858281.0,others,,USD,English
The Wrong Missy,Movie,2020-05-13,5400.0,Comedy,,33.0,5.7,41967,tt9619798,,,netflix,,,English
Scoob!,Movie,2020-05-15,5580.0,Animation,,43.0,5.6,28112,tt3152592,,28588425.0,others,,USD,English
Body Cam,Movie,2020-05-18,5760.0,Action,,37.0,5.3,7085,tt8179024,9591845.0,,others,USD,,English
Inheritance,Movie,2020-05-22,6660.0,Drama,,31.0,5.5,17294,tt7923220,,304931.0,others,,USD,English
Survive the Night,Movie,2020-05-22,5400.0,Action,,26.0,4.0,11586,tt10303324,3500000.0,220371.0,others,USD,USD,English
The High Note,Movie,2020-05-29,6780.0,Drama,,58.0,6.4,12467,tt9308382,,2217874.0,others,,USD,English
Shirley,Movie,2020-06-05,6420.0,Biography,,76.0,6.1,12177,tt8430598,,275863.0,others,,USD,English
The Last Days of American Crime,Movie,2020-06-05,8880.0,Action,,15.0,3.8,11953,tt1552211,,,netflix,,,English
Becky,Movie,2020-06-05,5580.0,Action,,54.0,5.9,18142,tt10314450,,1045873.0,others,,USD,English
Think Like a Dog,Movie,2020-07-06,5460.0,Comedy,,,5.2,1947,tt5929654,,1239498.0,others,,USD,English
Da 5 Bloods,Movie,2020-06-12,9240.0,Adventure,1.0,82.0,6.5,53088,tt9777644,,,netflix,,,English
Artemis Fowl,Movie,2020-06-12,5700.0,Adventure,,31.0,4.2,29334,tt3089630,,,others,,,English
The King of Staten Island,Movie,2020-06-12,8160.0,Comedy,,67.0,7.1,71802,tt9686708,35000000.0,2180452.0,others,USD,USD,English
You Should Have Left,Movie,2020-06-18,5580.0,Horror,,46.0,5.4,22987,tt8201852,,,others,,,English
Wasp Network,Movie,2020-06-19,7620.0,Crime,,54.0,5.9,11242,tt6760876,,1569970.0,others,,USD,Spanish
Feel the Beat,Movie,2020-06-19,6540.0,Comedy,,,6.3,12166,tt10714856,,207678.0,netflix,,USD,English
7500,Movie,2020-06-18,5580.0,Action,,58.0,6.3,30280,tt6436726,,,amazon,,,English
Athlete A,Movie,2020-06-24,6180.0,Documentary,,85.0,7.6,11679,tt11905462,,,others,,,English
Eurovision Song Contest: The Story of Fire Saga,Movie,2020-06-26,7380.0,Comedy,1.0,50.0,6.5,97082,tt8580274,,,netflix,,,English
Irresistible,Movie,2020-06-26,6060.0,Comedy,,47.0,6.3,21919,tt9076562,,371962.0,others,,USD,English
My Spy,Movie,2020-06-26,5940.0,Action,,46.0,6.3,32120,tt8242084,,10200000.0,others,,USD,English
Hamilton,Movie,2020-07-03,9600.0,Biography,10.0,89.0,8.3,99927,tt8503618,,,others,,,English
Desperados,Movie,2020-07-03,6300.0,Comedy,,41.0,5.2,10763,tt1545304,,,netflix,,,English
The Old Guard,Movie,2020-07-10,7500.0,Action,,70.0,6.6,171334,tt7556122,70000000.0,,netflix,USD,,English
Greyhound,Movie,2020-07-10,5460.0,Action,1.0,64.0,7.0,102090,tt6048922,50300000.0,,others,USD,,English
Palm Springs,Movie,2020-07-10,5400.0,Comedy,,83.0,7.4,166880,tt9484998,,1512871.0,hulu,,USD,English
The Silencing,Movie,2020-07-18,5580.0,Action,,,6.2,27825,tt7149730,,170653.0,others,,USD,English
A Nice Girl Like You,Movie,2020-07-17,5640.0,Comedy,,41.0,5.1,6033,tt3278540,2300000.0,771222.0,others,USD,USD,English
Ghosts of War,Movie,2020-07-17,5640.0,Fantasy,,38.0,5.6,11037,tt6508228,,345289.0,others,,USD,English
The Kissing Booth 2,Movie,2020-07-24,8040.0,Comedy,,39.0,5.7,33835,tt9784456,,,netflix,,,English
The Secret: Dare to Dream,Movie,2020-07-31,6420.0,Drama,,32.0,6.5,15393,tt4411584,21000000.0,3215636.0,others,USD,USD,English
Summerland,Movie,2020-07-31,5940.0,Drama,,56.0,7.0,7991,tt6841122,,1190062.0,others,,USD,English
The Tax Collector,Movie,2020-08-07,5700.0,Action,,22.0,4.8,14431,tt8461224,20000000.0,1325781.0,others,USD,USD,English
Waiting for the Barbarians,Movie,2020-08-07,6720.0,Drama,,52.0,5.9,13250,tt6149154,,764815.0,others,,USD,English
Project Power,Movie,2020-08-14,6780.0,Action,,51.0,6.0,92334,tt7550000,85000000.0,,netflix,USD,,English
Magic Camp,Movie,2020-08-14,6000.0,Comedy,,,6.3,4611,tt3979300,,,disney,,,English
Spree,Movie,2020-08-14,5580.0,Comedy,,42.0,5.9,14643,tt11394332,,50616.0,others,,USD,English
Boys State,Movie,2020-08-14,6540.0,Documentary,1.0,84.0,7.6,5333,tt11095742,,,others,,,English
The One and Only Ivan,Movie,2020-08-21,5700.0,Adventure,1.0,58.0,6.5,12781,tt3661394,,,others,,,English
Unhinged,Movie,2020-08-21,5400.0,Action,,40.0,6.0,71359,tt10059518,33000000.0,44331465.0,others,USD,USD,English
Tesla,Movie,2020-08-21,6120.0,Biography,,67.0,5.1,9601,tt5259822,5000000.0,459051.0,others,USD,USD,English
Cut Throat City,Movie,2020-08-21,7380.0,Action,,67.0,4.9,2964,tt3547306,6500000.0,864928.0,others,USD,USD,English
Words on Bathroom Walls,Movie,2020-08-21,6600.0,Drama,,61.0,7.1,11650,tt8045906,,3151849.0,others,,USD,English
Hard Kill,Movie,2020-08-21,5880.0,Action,,,3.0,19121,tt11656172,,111523.0,others,,USD,English
Chemical Hearts,Movie,2020-08-21,5580.0,Drama,,57.0,6.3,13915,tt5843876,,,amazon,,,English
Tenet,Movie,2020-09-03,9000.0,Action,1.0,69.0,7.3,524905,tt6723592,205000000.0,365304105.0,others,USD,USD,English
The New Mutants,Movie,2020-08-28,5640.0,Action,,43.0,5.3,83241,tt4682266,67000000.0,49169594.0,others,USD,USD,English
The Personal History of David Copperfield,Movie,2020-08-28,7140.0,Comedy,1.0,77.0,6.4,21091,tt6439020,15600000.0,14399270.0,others,USD,USD,English
I'm Thinking of Ending Things,Movie,2020-09-04,8040.0,Drama,,78.0,6.6,91664,tt7939766,,,netflix,,,English
All Together Now,Movie,2020-08-28,5520.0,Drama,,64.0,6.5,4735,tt3155342,,,netflix,,,English
Fatima,Movie,2020-08-28,6780.0,Drama,,50.0,6.6,3626,tt2197936,,1477512.0,others,,USD,English
"Love, Guaranteed",Movie,2020-09-03,5400.0,Comedy,,39.0,5.6,18156,tt11100856,,,netflix,,,English
Critical Thinking,Movie,2020-09-04,7020.0,Drama,,65.0,6.5,2336,tt7870102,3000000.0,20322.0,others,USD,USD,English
The Owners,Movie,2021-02-22,5520.0,Comedy,,54.0,4.9,8468,tt9806370,,583134.0,others,,USD,English
The Babysitter: Killer Queen,Movie,2020-09-10,6060.0,Comedy,,22.0,5.8,44987,tt11024272,,,netflix,,,English
Unpregnant,Movie,2020-09-10,6180.0,Comedy,,61.0,6.5,8786,tt10556022,,,others,,,English
The Devil All the Time,Movie,2020-09-10,8280.0,Crime,,55.0,7.1,141015,tt7395114,,,others,,,English
The Broken Hearts Gallery,Movie,2020-09-11,6540.0,Comedy,,57.0,6.3,9440,tt2140571,,4781389.0,others,,USD,English
I Met a Girl,Movie,2020-09-11,6480.0,Drama,,,6.1,1385,tt9731360,,7727.0,others,,USD,English
Rent-A-Pal,Movie,2020-09-11,6480.0,Horror,,61.0,6.3,5156,tt12274228,,31053.0,others,,USD,English
The Secrets We Keep,Movie,2020-09-16,5820.0,Drama,,48.0,5.9,6507,tt9252488,,615233.0,others,,USD,English
Antebellum,Movie,2020-09-18,6300.0,Drama,,43.0,5.8,28260,tt10065694,,7792716.0,others,,USD,English
The Nest,Movie,2020-09-18,6420.0,Drama,,80.0,6.3,15365,tt8338762,,2122682.0,others,,USD,English
Blackbird,Movie,2020-09-18,5820.0,Drama,,53.0,6.6,5194,tt8717446,,1826670.0,others,,USD,English
Enola Holmes,Movie,2020-09-23,7380.0,Action,,68.0,6.6,202144,tt7846844,20000000.0,,others,USD,,English
The Trial of the Chicago 7,Movie,2020-10-16,7740.0,Drama,6.0,76.0,7.7,182715,tt1070874,35000000.0,,netflix,USD,,English
Ava,Movie,2020-09-25,5760.0,Action,,39.0,5.4,58630,tt8784956,,3293783.0,others,,USD,English
Kajillionaire,Movie,2020-09-25,6240.0,Comedy,,78.0,6.4,20422,tt8143990,,1285775.0,others,,USD,English
The Last Shift,Movie,2020-09-25,5400.0,Comedy,,58.0,5.7,3790,tt10661180,,1035128.0,others,,USD,English
Secret Society of Second Born Royals,Movie,2020-09-25,5940.0,Action,,34.0,4.9,5717,tt10324122,,,others,,,English
The Boys in the Band,Movie,2020-09-30,7260.0,Drama,,70.0,6.8,16606,tt10199914,,,netflix,,,English
The Glorias,Movie,2020-09-30,8820.0,Biography,,58.0,5.9,3428,tt7435316,,30940.0,others,,USD,English
On the Rocks,Movie,2020-10-23,5760.0,Comedy,,73.0,6.4,33665,tt9606374,,992103.0,others,,USD,English
Spontaneous,Movie,2020-10-02,6060.0,Comedy,,78.0,6.5,16030,tt5774062,,,others,,,English
Possessor,Movie,2020-10-02,6180.0,Horror,,72.0,6.5,40103,tt5918982,,911180.0,others,,USD,English
Death of Me,Movie,2020-10-02,5640.0,Horror,,31.0,4.4,6779,tt1830643,,292271.0,others,,USD,English
The Lie,Movie,2020-10-06,5820.0,Drama,,45.0,5.8,18240,tt7945440,,,amazon,,,English
Black Box,Movie,2020-10-06,6000.0,Horror,,62.0,6.2,15806,tt12298506,,32668.0,amazon,,USD,English
Hubie Halloween,Movie,2020-10-07,6180.0,Comedy,,53.0,5.2,53312,tt10682266,,,netflix,,,English
Books of Blood,Movie,2020-10-07,6420.0,Drama,,42.0,5.6,8434,tt11242218,,,hulu,,,English
Charm City Kings,Movie,2020-10-08,7500.0,Drama,,62.0,6.6,2720,tt9048840,,,others,,,English
The War with Grandpa,Movie,2020-10-09,5640.0,Comedy,,34.0,5.6,22375,tt4532038,,43387638.0,others,,USD,English
A Rainy Day in New York,Movie,2020-11-10,5520.0,Comedy,,38.0,6.5,46633,tt7139936,,23805899.0,others,,USD,English
Yellow Rose,Movie,2020-10-09,5640.0,Drama,,70.0,6.5,1228,tt6862538,,367849.0,others,,USD,English
Nocturne,Movie,2020-10-13,5400.0,Drama,,58.0,5.7,10119,tt11044858,,,amazon,,,English
Evil Eye,Movie,2020-10-13,5400.0,Horror,,54.0,4.8,3950,tt12882620,,,amazon,,,English
A Babysitter's Guide to Monster Hunting,Movie,2020-10-15,5880.0,Comedy,,31.0,5.4,4518,tt4844150,,,netflix,,,English
Love and Monsters,Movie,2020-10-16,6540.0,Action,1.0,63.0,6.9,133277,tt2222042,,1122066.0,others,,USD,English
Honest Thief,Movie,2020-10-16,5940.0,Action,,46.0,6.0,53332,tt1838556,30000000.0,31220247.0,others,USD,USD,English
Clouds,Movie,2020-10-16,7260.0,Biography,,55.0,7.5,10849,tt6473066,,,disney,,,English
The Kid Detective,Movie,2020-10-16,6000.0,Comedy,,74.0,7.0,20350,tt8980602,,367890.0,others,,USD,English
Alone,Movie,2020-09-18,5880.0,Drama,,70.0,6.2,22674,tt7711170,750000.0,642502.0,others,USD,USD,English
2 Hearts,Movie,2020-10-16,6060.0,Drama,,29.0,6.3,6839,tt5616176,15000000.0,1349286.0,others,USD,USD,English
The Opening Act,Movie,2020-10-16,5400.0,Comedy,,,6.0,1115,tt8633748,,,others,,,English
Over the Moon,Movie,2020-10-23,5700.0,Animation,1.0,60.0,6.3,23514,tt7488208,,,netflix,,,English
Borat Subsequent Moviefilm,Movie,2020-10-23,5700.0,Comedy,2.0,68.0,6.6,144883,tt13143964,,,amazon,,,English
After We Collided,Movie,2020-10-23,6300.0,Drama,,14.0,5.0,33971,tt10362466,,47990414.0,others,,USD,English
The Empty Man,Movie,2020-10-23,8220.0,Drama,,,6.2,32556,tt5867314,,4796993.0,others,,USD,English
Synchronic,Movie,2020-10-23,6120.0,Drama,,64.0,6.2,34084,tt9016974,,1483731.0,others,,USD,English
Bad Hair,Movie,2020-10-23,6120.0,Comedy,,61.0,5.6,3982,tt4798836,,,hulu,,,
Friendsgiving,Movie,2020-10-23,5700.0,Comedy,,,4.4,3402,tt8431078,,122039.0,others,,USD,English
The Craft: Legacy,Movie,2020-10-28,5820.0,Drama,,54.0,4.5,14699,tt4685762,,1922557.0,others,,USD,English
Holidate,Movie,2020-10-28,6240.0,Comedy,,44.0,6.1,71230,tt9866072,,,netflix,,,English
Come Play,Movie,2020-10-30,5760.0,Drama,,58.0,5.7,15928,tt8004664,,13182254.0,others,,USD,English
His House,Movie,2020-10-30,5580.0,Drama,2.0,72.0,6.5,44437,tt8508734,,,netflix,,,English
Spell,Movie,2020-10-30,5460.0,Horror,,38.0,5.5,9075,tt10736580,,500104.0,others,,USD,English
Jungleland,Movie,2020-11-06,5400.0,Drama,,53.0,6.2,6680,tt8710596,,3688.0,others,,USD,English
Let Him Go,Movie,2020-11-06,6780.0,Crime,,63.0,6.7,30569,tt9340860,,10835686.0,others,,USD,English
The Informer,Movie,2019-08-30,6780.0,Action,,61.0,6.6,39263,tt1833116,60000000.0,2927708.0,others,USD,USD,English
The Dark and the Wicked,Movie,2020-11-06,5700.0,Horror,,72.0,6.1,18869,tt10229558,,736153.0,others,,USD,English
Hillbilly Elegy,Movie,2020-11-24,6960.0,Drama,2.0,38.0,6.7,43999,tt6772802,45000000.0,,netflix,USD,,English
Mank,Movie,2020-12-04,7860.0,Biography,8.0,79.0,6.8,77871,tt10618286,,,netflix,,,English
Freaky,Movie,2020-11-13,6120.0,Comedy,,67.0,6.3,63376,tt10919380,5000000.0,18073433.0,others,USD,USD,English
Jingle Jangle: A Christmas Journey,Movie,2020-11-13,7320.0,Family,,69.0,6.4,19619,tt7736496,,,netflix,,,English
Dreamland,Movie,2020-11-17,5880.0,Drama,,57.0,5.8,7419,tt5294522,,320814.0,others,,USD,English
Fatman,Movie,2020-11-24,6000.0,Action,,40.0,5.9,27603,tt10310140,,1651413.0,others,,USD,English
The Life Ahead,Movie,2020-11-13,5640.0,Drama,1.0,66.0,6.8,14787,tt10627584,,,netflix,,,Italian
Chick Fight,Movie,2020-11-13,5820.0,Action,,39.0,4.8,4189,tt10944486,,70248.0,others,,USD,English
The Princess Switch: Switched Again,Movie,2020-11-19,5760.0,Comedy,,,5.4,12451,tt11199410,10000000.0,,netflix,USD,,English
Run,Movie,2020-11-20,5400.0,Mystery,,67.0,6.7,85193,tt8633478,,5184368.0,hulu,,USD,English
Sound of Metal,Movie,2020-12-04,7200.0,Drama,4.0,82.0,7.7,135347,tt5363618,5400000.0,516520.0,others,USD,USD,English
The Last Vermeer,Movie,2020-11-20,7080.0,Drama,,56.0,6.7,4411,tt8337320,,884710.0,others,,USD,English
Jiu Jitsu,Movie,2020-11-20,6120.0,Action,,27.0,2.9,9346,tt9624766,,99924.0,others,,USD,English
Buddy Games,Movie,2020-11-24,5760.0,Comedy,,22.0,4.8,7515,tt7070818,,853898.0,others,,USD,English
The Croods: A New Age,Movie,2020-11-25,5700.0,Animation,,56.0,6.9,47324,tt2850386,65000000.0,215905815.0,others,USD,USD,English
Happiest Season,Movie,2020-11-25,6120.0,Drama,,69.0,6.6,43387,tt8522006,,2110618.0,hulu,,USD,English
Ma Rainey's Black Bottom,Movie,2020-12-18,5640.0,Drama,3.0,87.0,6.9,55388,tt10514222,,,netflix,,,English
Uncle Frank,Movie,2020-11-25,5700.0,Comedy,1.0,58.0,7.3,21487,tt11327514,,,amazon,,,English
Folklore: The Long Pond Studio Sessions,Movie,2020-11-25,6300.0,Documentary,,,8.4,3892,tt13524234,,,others,,,English
Superintelligence,Movie,2020-11-26,6360.0,Action,,41.0,5.4,11621,tt7178640,,4400000.0,others,,USD,English
Life in a Year,Movie,2020-11-27,6420.0,Drama,,,6.1,9436,tt6598238,,43862.0,others,,USD,English
The Prom,Movie,2020-12-11,7800.0,Comedy,,55.0,5.9,28067,tt10161886,,187430.0,netflix,,USD,English
All My Life,Movie,2020-12-04,5460.0,Drama,,39.0,6.3,5274,tt8305852,25000000.0,1965113.0,others,USD,USD,English
Godmothered,Movie,2020-12-04,6600.0,Comedy,,49.0,6.1,13129,tt11681250,,,disney,,,English
Half Brothers,Movie,2020-12-04,5760.0,Comedy,,30.0,6.0,3368,tt10515926,,3274339.0,others,,USD,English
Wander,Movie,2020-12-04,5640.0,Thriller,,54.0,4.9,9012,tt9689696,,4609.0,others,,USD,English
Black Bear,Movie,2020-12-04,6240.0,Comedy,,79.0,6.5,14144,tt9601220,,,others,,,English
Let Them All Talk,Movie,2020-12-10,6780.0,Comedy,,72.0,6.1,11964,tt10808832,,,others,,,English
The Midnight Sky,Movie,2020-12-23,7080.0,Adventure,1.0,58.0,5.7,85798,tt10539608,,70018.0,netflix,,USD,English
Wild Mountain Thyme,Movie,2020-12-11,6120.0,Comedy,,42.0,5.7,10533,tt6842770,,1517267.0,others,,USD,English
Safety,Movie,2020-12-11,7320.0,Biography,,55.0,6.8,4336,tt10649016,,,disney,,,English
Wander Darkly,Movie,2020-12-11,5820.0,Drama,,66.0,5.8,1719,tt8902978,,,others,,,English
I'm Your Woman,Movie,2020-12-11,7200.0,Crime,,63.0,6.2,9402,tt10243992,,,others,,,English
The Stand In,Movie,2020-12-11,6060.0,Comedy,,38.0,4.7,3786,tt7970348,,101358.0,others,,USD,English
Archenemy,Movie,2020-12-11,5400.0,Action,,57.0,5.0,3384,tt11274100,,147757.0,others,,USD,English
Farewell Amor,Movie,2020-12-11,5700.0,Drama,,75.0,6.9,1387,tt11380884,,4689.0,others,,USD,English
Monster Hunter,Movie,2020-12-18,6180.0,Action,,47.0,5.2,62677,tt6475714,60000000.0,42145959.0,others,USD,USD,English
Greenland,Movie,2020-12-18,7140.0,Action,,64.0,6.4,122525,tt7737786,34000000.0,52300000.0,others,USD,USD,English
Fatale,Movie,2020-12-18,6120.0,Thriller,,42.0,5.4,11999,tt8829830,,7031289.0,others,,USD,English
Skylines,Movie,2020-12-18,6780.0,Action,,46.0,4.7,8577,tt9387250,,170581.0,others,,USD,English
Hunter Hunter,Movie,2020-12-18,5580.0,Drama,,61.0,6.4,11762,tt2226162,,32705.0,others,,USD,English
"Ariana Grande: Excuse Me, I Love You",Movie,2020-12-21,5820.0,Documentary,,,6.3,2761,tt13615386,,,others,,,English
Sylvie's Love,Movie,2020-12-23,6840.0,Drama,1.0,74.0,6.8,6160,tt9827834,,,amazon,,,English
Wonder Woman 1984,Movie,2020-12-25,9060.0,Action,,60.0,5.4,276463,tt7126948,200000000.0,169601036.0,others,USD,USD,English
Soul,Movie,2020-11-29,6000.0,Animation,1.0,83.0,8.0,341849,tt2948372,,121031304.0,disney,,USD,English
We Can Be Heroes,Movie,2020-12-25,6000.0,Action,,51.0,4.7,15782,tt10600398,,,netflix,,,English
News of the World,Movie,2020-12-25,7080.0,Action,4.0,73.0,6.8,90471,tt6878306,38000000.0,12668325.0,others,USD,USD,English
One Night in Miami...,Movie,2021-01-08,6840.0,Drama,3.0,83.0,7.1,32983,tt10612922,16937665.0,,others,USD,,English
Promising Young Woman,Movie,2020-12-25,6780.0,Crime,4.0,73.0,7.5,184949,tt9620292,,18854166.0,others,,USD,English
Pieces of a Woman,Movie,2021-01-07,7560.0,Drama,1.0,66.0,7.0,52219,tt11161474,,,netflix,,,English
The White Tiger,Movie,2021-01-22,7500.0,Crime,1.0,76.0,7.1,62287,tt6571548,,,netflix,,,Hindi
Locked Down,Movie,2021-01-14,7080.0,Comedy,,42.0,5.2,12825,tt13061914,,346899.0,others,,USD,English
The Dig,Movie,2021-01-29,6720.0,Biography,5.0,73.0,7.1,77747,tt3661210,,693.0,netflix,,USD,English
Outside the Wire,Movie,2021-01-15,6840.0,Action,,45.0,5.4,43769,tt10451914,,,netflix,,,English
The Marksman,Movie,2021-01-15,6480.0,Action,,44.0,5.6,39516,tt6902332,23000000.0,23076711.0,others,USD,USD,English
The Ultimate Playlist of Noise,Movie,2021-01-15,5940.0,Comedy,,,6.6,1009,tt11268742,,,hulu,,,English
American Skin,Movie,2021-01-15,5400.0,Drama,,24.0,6.9,3690,tt10195452,,282332.0,others,,USD,English
Our Friend,Movie,2021-01-29,7440.0,Drama,,57.0,7.3,13417,tt9608818,,795506.0,others,,USD,English
Born a Champion,Movie,2021-01-22,6720.0,Action,,,6.8,4247,tt10661710,,,others,,,English
Penguin Bloom,Movie,2021-01-27,5700.0,Biography,,54.0,6.8,11231,tt6317656,,6172042.0,others,,USD,English
The Little Things,Movie,2021-01-29,7680.0,Crime,,54.0,6.3,110181,tt10016180,30000000.0,30842746.0,others,USD,USD,English
Finding 'Ohana,Movie,2021-01-29,7380.0,Action,,69.0,6.1,10832,tt10332588,,,others,,,English
Nomadland,Movie,2021-02-19,6420.0,Drama,3.0,91.0,7.3,168927,tt9770150,5000000.0,39458207.0,others,USD,USD,English
Palmer,Movie,2021-01-29,6600.0,Drama,,53.0,7.2,37501,tt6857376,,,others,,,English
Falling,Movie,2021-02-05,6720.0,Drama,,63.0,6.5,6441,tt9143112,,974782.0,others,,USD,English
Bliss,Movie,2021-02-05,6180.0,Drama,,40.0,5.3,18762,tt10333426,,,amazon,,,English
Son of the South,Movie,2021-02-05,6300.0,Biography,,60.0,6.2,2113,tt2235372,,48582.0,others,,USD,English
Music,Movie,2021-02-12,6420.0,Drama,,23.0,3.2,8432,tt7541720,16000000.0,645949.0,others,USD,USD,English
Judas and the Black Messiah,Movie,2021-02-12,7560.0,Biography,4.0,85.0,7.4,84631,tt9784798,26000000.0,7478009.0,others,USD,USD,English
The Mauritanian,Movie,2021-03-02,7740.0,Biography,5.0,53.0,7.4,54496,tt4761112,,7527030.0,others,,USD,English
Breaking News in Yuba County,Movie,2021-02-12,5760.0,Comedy,,24.0,5.8,6576,tt7737640,,187443.0,others,,USD,English
Barb and Star Go to Vista Del Mar,Movie,2021-02-12,6420.0,Comedy,,64.0,6.3,18671,tt3797512,,32825.0,others,,USD,English
